Pantalla_Resolución de pantalla,_resolucion_pixeles,Comunicaciones_Estándar LAN,Sistema operativo_Arquitectura bit,Alimentación_Vatios-hora,_gpu_value,_gpu_price_usd,gpu_series,Pantalla_Formato de imagen,Otras características_Fecha de lanzamiento,Medidas y peso_Diseño,_tiene_webcam,Cámara_Webcam,Comunicaciones_Estándar wifi,Medidas y peso_Altura,Pantalla_Diagonal de la pantalla,Pantalla_Tamaño de la pantalla,_tamano_pantalla_pulgadas,Almacenamiento_Lector óptico,_version_bluetooth,Comunicaciones_Versión Bluetooth,_peso_kg,Medidas y peso_Peso,_serie,_cpu_price_usd,_cpu_value,Procesador_Frecuencia de reloj,Disco duro_Número de discos duros (instalados),Procesador_Nombre en clave del procesador,RAM_Tipo de RAM,Sistema operativo_Sistema operativo,Disco duro_Tipo de disco duro,Procesador_Caché,Procesador_Frecuencia turbo máx.,Medidas y peso_Profundidad,Medidas y peso_Ancho,Gráfica_Memoria gráfica,_cpu_cores,Procesador_Número de núcleos del procesador,gpu_brand,Procesador_Tipo de procesador,_gpu_rank,_gpu_mark,_ssd_gb,Disco duro_Capacidad de memoria SSD,gpu_is_integrated,Gráfica_Tarjeta gráfica,Otras características_Equipamiento,_ram_gb,RAM_Memoria RAM,cpu_family,cpu_brand,_cpu_mark,_cpu_rank,Procesador_Procesador,Procesador_Fabricante del procesador,Tipo de producto,Comunicaciones_Conectividad,_tiene_bluetooth,_tiene_wifi,Tipo,_brand,_precio_num
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,54 Wh,63.3,249.0,,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,15 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,5.3,Bluetooth 5.3,1.55,"1,55 kg",Samsung Galaxy Book,340.0,42.27,"0,9 GHz",1.0,Raptor Lake-U,LPDDR4X,Windows 11 Home,SSD,12 MB,"4,6 GHz","22,9 cm","35,7 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,119.0,15761.0,512.0,512 GB,True,Intel Arc Graphics,"USB-C, altavoces estéreo, lector de tarjetas, webcam",16.0,16 GB RAM,core i5,intel,14373.0,1070.0,Intel Core i5-1335U,Intel,Portátil multimedia,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Samsung,798.495
3.024 x 1.964 píxeles,5939136.0,,,70 Wh,,,,,2024.0,con tapa,1.0,12.0 Megapixel,IEEE 802.11ax,16 mm,"36,068 cm","14,2 pulgadas",14.2,ninguno,5.3,Bluetooth 5.3,1.6,"1,6 kg",Apple MacBook Pro,,,,1.0,,,macOS Sequoia,SSD,,,"22,1 cm","31,3 cm",memoria compartida,10.0,10.0,apple,Apple M,416.0,5523.0,512.0,512 GB,True,Apple M4 Graphics,"USB-C, altavoces estéreo, Touch ID, lector de tarjetas, webcam, Force Touch Trackpad",16.0,16 GB RAM,m4,apple,43759.0,237.0,Apple M4,Apple,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Apple,1899.375
1.920 x 1.080 píxeles,2073600.0,,,50 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,,18 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,,,1.63,"1,63 kg",ASUS Vivobook,,,"2,8 GHz",1.0,Mendocino,LPDDR5,Free DOS,SSD,4 MB,"4,3 GHz","23,25 cm","36,03 cm",memoria compartida,4.0,4.0,amd,AMD Ryzen 5,93.0,17350.0,512.0,512 GB,False,AMD Radeon 610M,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,ryzen 5,amd,9137.0,1433.0,AMD Ryzen 5 7520U,AMD,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,467.84499999999997
3.840 x 2.400 píxeles,9216000.0,,64 Bit,88 Wh,45.82,429.99,rtx,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,22 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.2,Bluetooth 5.2,1.9,"1,9 kg",Gigabyte Aero,502.0,52.69,"1,8 GHz",1.0,Raptor Lake-H,DDR5,Windows 11 Home,,24 MB,5 GHz,"25,5 cm","35,4 cm",8.192 MB / 8 GB,14.0,14.0,nvidia,Intel Core i7,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"USB-C, altavoces estéreo, lector de tarjetas, webcam, micrófono integrado",16.0,16 GB RAM,core i7,intel,26452.0,511.0,Intel Core i7-13700H,Intel,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,Gigabyte,1550.6499999999999
,,Gigabit-LAN,,"53,5 Wh",,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"39,62 cm","15,6 pulgadas",15.6,,5.2,Bluetooth 5.2,2.25,"2,25 kg",MSI Katana,,,,,Raptor Lake-H,,,,24 MB,,"25,9 cm","35,9 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,1652.9049999999997
,,Gigabit-LAN,,35 Wh,,,,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ac,20 mm,"39,62 cm","15,6 pulgadas",15.6,,5.0,Bluetooth 5.0,1.7,"1,7 kg",,,,,,,,,,,,"23,6 cm","35,9 cm",,,,,,,,,,,,"USB-C, webcam, lector de tarjetas",,,,,,,,,Portátil multimedia,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Lenovo,945.635
,,,,63 Wh,,,,16:10,2024.0,con tapa,1.0,2.0 Mpx,IEEE 802.11ax,12 mm,"35,56 cm",14 pulgadas,14.0,,5.3,Bluetooth 5.3,1.23,"1,23 kg",Samsung Galaxy Book,,,,,,,,SSD,,,"22,4 cm","31,2 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Samsung,1711.665
2.560 x 1.664 píxeles,4259840.0,,,"52,6 Wh",,,,,2024.0,con tapa,1.0,integrada,,11 mm,"34,544 cm","13,6 pulgadas",13.6,,5.3,Bluetooth 5.3,1.24,"1,24 kg",Apple MacBook Air,,,,1.0,,,macOS Sequoia,SSD,,,"21,5 cm","30,4 cm",,,,,,,,512.0,512 GB,,,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",16.0,16 GB RAM,m3,apple,41228.0,260.0,Apple M3,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1355.2350000000001
,,,,90 Wh,,,,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11be,17 mm,"40,64 cm",16 pulgadas,16.0,,5.4,Bluetooth 5.4,1.85,"1,85 kg",ASUS ProArt,,,,,,,,SSD,,,"24,7 cm","35,5 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam, lector de tarjetas",,,,,,,,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,3316.62
1.920 x 1.080 píxeles,2073600.0,,,"53,8 Wh",,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,,5.3,Bluetooth 5.3,1.7,"1,7 kg",MSI Modern,,,2 GHz,1.0,Barcelo-R,DDR4,,,16 MB,"4,5 GHz","24,1 cm","35,9 cm",memoria compartida,,,,,,,512.0,512 GB,,,"micrófono integrado, USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,AMD,Portátil profesional,"Bluetooth, wifi",1.0,1.0,Laptop,MSI,704.675
,,,,42 Wh,,,,16:9,2022.0,con tapa,1.0,1.0 Mpx,IEEE 802.11ax,18 mm,"39,62 cm","15,6 pulgadas",15.6,,5.0,Bluetooth 5.0,1.6,"1,6 kg",Lenovo IdeaPad,,,,,,,,,,,"23,6 cm",36 cm,,,,,,,,,,,,"USB-C, webcam, lector de tarjetas",,,,,,,,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,510.62
,,,64 Bit,68 Wh,,,,16:9,2024.0,convertible,1.0,2.0 Mpx,IEEE 802.11ax,14 mm,"39,624 cm","15,6 pulgadas",15.6,,5.3,Bluetooth 5.3,1.46,"1,46 kg",Samsung Galaxy Book,,,,,Raptor Lake-U Refresh,,,SSD,12 MB,,"22,8 cm","35,5 cm",memoria compartida,10.0,10.0,,,,,,,,,"USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,Intel,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,Samsung,1506.69
2.880 x 1.864 píxeles,5368320.0,,,"66,5 Wh",,,,,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,12 mm,"38,862 cm","15,3 pulgadas",15.3,ninguno,5.3,Bluetooth 5.3,1.51,"1,51 kg",Apple MacBook Air,,,,1.0,,,macOS Sequoia,SSD,,,"23,8 cm",34 cm,memoria compartida,,,apple,Apple M,416.0,5523.0,256.0,256 GB,True,Apple M3 Graphics,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",16.0,16 GB RAM,m3,apple,41228.0,260.0,Apple M3,Apple,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1450.68
,,,,73 Wh,,,,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"35,56 cm",14 pulgadas,14.0,,5.3,Bluetooth 5.3,1.46,"1,46 kg",ASUS TUF Gaming,,,,1.0,,,,SSD,,"5,1 GHz","22,7 cm","31,1 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,AMD,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,2017.81
1.920 x 1.080 píxeles,2073600.0,,64 Bit,47 Wh,,,iris,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11ac,18 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.62,"1,62 kg",Lenovo IdeaPad,,,"0,9 GHz",1.0,Raptor Lake-U Refresh,LPDDR5X,Windows 11 Home,SSD,10 MB,"4,7 GHz","23,5 cm","35,9 cm",memoria compartida,6.0,6.0,intel,Intel Core 3,700.0,2657.0,256.0,256 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam, lector de tarjetas",8.0,8 GB RAM,,intel,14223.0,1089.0,Intel Core 3 100U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,849.0
,,,64 Bit,76 Wh,,,,16:10,2024.0,con tapa,1.0,2.0 Mpx,IEEE 802.11ax,16 mm,"40,64 cm",16 pulgadas,16.0,,5.3,Bluetooth 5.3,1.86,"1,86 kg",Samsung Galaxy Book,,,,1.0,,,,SSD,24 MB,,25 cm,35 cm,,16.0,16.0,,,,,,,,,,,,,,,,,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Samsung,2948.675
3.456 x 2.234 píxeles,7720704.0,,,100 Wh,,,,,2024.0,con tapa,1.0,12.0 Megapixel,IEEE 802.11ax,17 mm,"41,148 cm","16,2 pulgadas",16.2,,5.3,Bluetooth 5.3,2.14,"2,14 kg",Apple MacBook Pro,,,,1.0,,,macOS Sequoia,SSD,,,"24,8 cm","35,6 cm",memoria compartida,,,,Apple M,,,,,,,"USB-C, altavoces estéreo, Touch ID, lector de tarjetas, webcam, Force Touch Trackpad",,,,,,,,Apple,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Apple,4335.83
2.880 x 1.800 píxeles,5184000.0,,64 Bit,76 Wh,,,rtx,16:10,2024.0,con tapa,1.0,2.0 Mpx,IEEE 802.11ax,16 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.3,Bluetooth 5.3,1.86,"1,86 kg",Samsung Galaxy Book,503.0,49.61,"3,8 GHz",1.0,Meteor Lake,LPDDR5X,Windows 11 Home,SSD,24 MB,"4,8 GHz",25 cm,35 cm,6.144 MB / 6 GB,16.0,16.0,nvidia,Intel Core Ultra 7,26.0,27468.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4050,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,core ultra 7,intel,24954.0,555.0,Intel Core Ultra 7 155H,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Samsung,2237.975
,,,,80 Wh,,,,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,27 mm,"40,64 cm",16 pulgadas,16.0,,5.1,Bluetooth 5.1,2.5,"2,5 kg",Lenovo Legion,,,,,,,,,,,26 cm,"36,3 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,2020.88
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,,72 Wh,63.3,249.0,,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,17 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,5.3,Bluetooth 5.3,1.2,"1,2 kg",LG Gram,503.0,49.61,"3,8 GHz",1.0,Meteor Lake,LPDDR5,Free DOS,,24 MB,"4,8 GHz","22,3 cm","35,6 cm",memoria compartida,16.0,16.0,intel,Intel Core Ultra 7,119.0,15761.0,512.0,512 GB,True,Intel Arc Graphics,"micrófono integrado, USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core ultra 7,intel,24954.0,555.0,Intel Core Ultra 7 155H,Intel,,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,LG,1032.1
2.560 x 1.664 píxeles,4259840.0,,,"52,6 Wh",,,,,2024.0,con tapa,1.0,integrada,,11 mm,"34,544 cm","13,6 pulgadas",13.6,ninguno,5.3,Bluetooth 5.3,1.24,"1,24 kg",Apple MacBook Air,,,,1.0,,,macOS Sequoia,SSD,,,"21,5 cm","30,4 cm",,,,,,,,512.0,512 GB,,,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",16.0,16 GB RAM,m3,apple,41228.0,260.0,Apple M3,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1424.935
,,Gigabit-LAN,,70 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,23 mm,"40,894 cm","16,1 pulgadas",16.1,,5.3,Bluetooth 5.3,2.33,"2,33 kg",HP Victus,,,,,,,,,,,"25,9 cm","36,9 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,HP,1523.965
,,Gigabit-LAN,,53 Wh,,,,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,24 mm,"39,624 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,2.1,"2,1 kg",Medion Erazer,,,,,,,,,,,24 cm,36 cm,,,,,,,,,,,,"USB-C, lector de tarjetas",,,,,,,,Intel,Portátil gaming,"Bluetooth, LAN, wifi",1.0,1.0,Laptop,Medion,1351.18
,,Gigabit-LAN,,90 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"39,62 cm","15,6 pulgadas",15.6,,5.2,Bluetooth 5.2,2.2,"2,2 kg",ASUS TUF Gaming,,,,,,,,,,,"25,1 cm","35,4 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,ASUS,1482.575
,,,64 Bit,68 Wh,45.67,589.99,rtx,16:9,2024.0,con tapa,1.0,2.0 Mpx,,18 mm,"35,56 cm",14 pulgadas,14.0,,5.2,Bluetooth 5.2,1.84,"1,84 kg",Razer Blade,,,4 GHz,1.0,Hawk Point-HS,DDR5,Windows 11 Home,SSD,24 MB,"5,2 GHz","22,8 cm","31,1 cm",8.192 MB / 8 GB,8.0,8.0,nvidia,AMD Ryzen 9,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,"USB-C, altavoces estéreo, webcam",32.0,32 GB RAM,ryzen 9,amd,29830.0,416.0,AMD Ryzen 9 8945HS,AMD,Portátil gaming,"Bluetooth, wifi",1.0,1.0,Laptop,Razer,3288.48
2.560 x 1.600 píxeles,4096000.0,Gigabit-LAN,64 Bit,99 Wh,45.67,589.99,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11be,27 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.4,Bluetooth 5.4,2.3,"2,3 kg",Gigabyte Aorus,495.0,71.04,"1,6 GHz",1.0,Raptor Lake-HX Refresh,DDR5,Windows 11 Home,,30 MB,"5,2 GHz","25,4 cm","35,6 cm",8.192 MB / 8 GB,16.0,16.0,nvidia,Intel Core i7,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,"USB-C, altavoces estéreo, webcam",32.0,32 GB RAM,core i7,intel,35164.0,314.0,Intel Core i7-14650HX,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Gigabyte,1763.6399999999999
,,Gigabit-LAN,,,,,,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,24 mm,"39,624 cm","15,6 pulgadas",15.6,,5.2,Bluetooth 5.2,2.1,"2,1 kg",Acer Nitro,,,,,,,,,,,24 cm,"36,2 cm",,,,,,,,,,,,"webcam, altavoces estéreo, USB-C",,,,,,,,,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Acer,1050.5549999999998
1.920 x 1.080 píxeles,2073600.0,,64 Bit,61 Wh,,,,,2024.0,con tapa,1.0,integrada,IEEE 802.11be,15 mm,"39,6 cm","15,6 pulgadas",15.6,ninguno,5.3,Bluetooth 5.3,1.5,"1,5 kg",Samsung Galaxy Book,,,"3,2 GHz",1.0,Palomino,LPDDR5X,Windows 11 Home,memoria flash,30 MB,"3,4 GHz","22,9 cm","35,6 cm",memoria compartida,8.0,8.0,,Qualcomm Snapdragon X Plus,,,256.0,256 GB,True,Qualcomm Adreno X Plus,"lector de tarjetas, micrófono integrado, altavoces estéreo, USB-C, webcam",16.0,16 GB RAM,snapdragon plus,qualcomm,21620.0,695.0,Qualcomm Snapdragon X Plus X1P-42-100,Qualcomm,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Samsung,898.98
,,Gigabit-LAN,,"53,5 Wh",,,,16:9,,con tapa,1.0,integrada,IEEE 802.11ax,23 mm,"39,624 cm","15,6 pulgadas",15.6,,5.3,Bluetooth 5.3,1.98,"1,98 kg",Cyborg,,,,,,,,,,,25 cm,"35,9 cm",,,,,,,,,,,,,,,,,,,,Intel,Portátil gaming,"Bluetooth, wifi, LAN",1.0,1.0,Laptop,MSI,1185.365
,,,,54 Wh,,,,3:2,2024.0,con tapa,1.0,integrada,IEEE 802.11be,18 mm,"35,052 cm","13,8 pulgadas",13.8,,5.4,Bluetooth 5.4,1.34,"1,34 kg",Microsoft Surface,,,,,,,,,,,22 cm,"30,1 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Microsoft,1582.895
,,Gigabit-LAN,,80 Wh,,,,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"40,64 cm",16 pulgadas,16.0,,5.1,Bluetooth 5.1,2.4,"2,4 kg",Lenovo Legion,,,,,,,,,,,26 cm,36 cm,,,,,,,,,,,,"USB-C, lector de tarjetas, webcam",,,,,,,,,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Lenovo,2035.4
2.560 x 1.664 píxeles,4259840.0,,,"52,6 Wh",,,,,2024.0,con tapa,1.0,integrada,,11 mm,"34,544 cm","13,6 pulgadas",13.6,ninguno,5.3,Bluetooth 5.3,1.24,"1,24 kg",Apple MacBook Air,,,,1.0,,,macOS Sequoia,SSD,,,"21,5 cm","30,4 cm",,,,apple,,416.0,5523.0,512.0,512 GB,True,Apple M3 Graphics,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",16.0,16 GB RAM,m3,apple,41228.0,260.0,Apple M3,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1599.98
1.920 x 1.080 píxeles,2073600.0,,,41 Wh,,,,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"39,624 cm","15,6 pulgadas",15.6,,5.3,Bluetooth 5.3,1.59,"1,59 kg",,,,,,,,,SSD,,,"23,6 cm",36 cm,,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,HP,858.96
1.920 x 1.080 píxeles,2073600.0,,,45 Wh,,,,16:9,2020.0,con tapa,1.0,integrada,IEEE 802.11ac,20 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,4.2,Bluetooth 4.2,1.87,"1,87 kg",Medion Akoya,,,"2,1 GHz",1.0,,DDR4,Free DOS,SSD,4 MB,"3,7 GHz",24 cm,"35,9 cm",memoria compartida,4.0,4.0,amd,AMD Ryzen 5,93.0,17350.0,512.0,512 GB,False,AMD Radeon RX Vega,"USB-C, altavoces estéreo, webcam, lector de tarjetas",8.0,8 GB RAM,ryzen 5,amd,7000.0,1696.0,AMD Ryzen 5 3500U,AMD,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Medion,271.505
,,,,90 Wh,,,,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,17 mm,"40,64 cm",16 pulgadas,16.0,,5.3,Bluetooth 5.3,2.0,2 kg,ASUS Republic of Gamers,,,,,,,,,,,"24,6 cm","35,4 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,4737.68
,,,,95 Wh,,,,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,22 mm,"40,64 cm",16 pulgadas,16.0,,5.3,Bluetooth 5.3,2.45,"2,45 kg",Razer Blade,,,,1.0,,,Windows 11 Home,SSD,,,"24,4 cm","35,5 cm",,,,,Intel Core i9,,,,,,,"USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,Intel,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,Razer,3220.24
2.560 x 1.440 píxeles,3686400.0,,64 Bit,99 Wh,45.82,429.99,rtx,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,21 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,5.2,Bluetooth 5.2,2.25,"2,25 kg",Gigabyte Aorus,502.0,52.69,"1,8 GHz",1.0,Raptor Lake-H,DDR5,Windows 11 Home,,24 MB,5 GHz,"27,2 cm",36 cm,8.192 MB / 8 GB,14.0,14.0,nvidia,Intel Core i7,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,26452.0,511.0,Intel Core i7-13700H,Intel,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,Gigabyte,1111.4450000000002
1.920 x 1.200 píxeles,2304000.0,Gigabit-LAN,,65 Wh,45.67,589.99,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,27 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.3,Bluetooth 5.3,2.3,"2,3 kg",MSI Sword,495.0,71.04,"1,6 GHz",1.0,Raptor Lake-HX Refresh,DDR5,Free DOS,,30 MB,"5,2 GHz","26,6 cm","35,9 cm",8.192 MB / 8 GB,16.0,16.0,nvidia,Intel Core i7,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,"micrófono integrado, USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core i7,intel,35164.0,314.0,Intel Core i7-14650HX,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,1324.125
,,,,57 Wh,,,,16:10,2024.0,con tapa,1.0,5.0 Mpx,IEEE 802.11ax,19 mm,"35,56 cm",14 pulgadas,14.0,,5.3,Bluetooth 5.3,1.36,"1,36 kg",Lenovo ThinkPad,,,,,,,,,,,"22,6 cm","31,4 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam, lector de tarjetas",,,,,,,,,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,1615.9050000000002
2.880 x 1.864 píxeles,5368320.0,,,"66,5 Wh",,,,,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,12 mm,"38,862 cm","15,3 pulgadas",15.3,,5.3,Bluetooth 5.3,1.51,"1,51 kg",Apple MacBook Air,,,,1.0,,,macOS Sequoia,SSD,,,"23,8 cm",34 cm,,8.0,8.0,apple,,416.0,5523.0,512.0,512 GB,True,Apple M3 Graphics,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",16.0,16 GB RAM,m3,apple,41228.0,260.0,Apple M3,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1699.205
1.920 x 1.200 píxeles,2304000.0,,64 Bit,86 Wh,,,rtx,16:10,2023.0,con tapa,1.0,integrada,,19 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.2,Bluetooth 5.2,1.73,"1,73 kg",HP ZBook,617.0,45.15,"1,9 GHz",1.0,Raptor Lake-H,DDR5,Windows 11 Professional,,24 MB,"5,4 GHz","24,2 cm","35,6 cm",12.288 MB / 12 GB,14.0,14.0,nvidia,Intel Core i9,44.0,23724.0,1000.0,1.000 GB,False,NVIDIA RTX 4000 Ada,"lector de tarjetas, webcam, altavoces estéreo, USB-C",32.0,32 GB RAM,core i9,intel,27860.0,471.0,Intel Core i9-13900H,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,HP,2930.755
2.880 x 1.620 píxeles,4665600.0,,64 Bit,70 Wh,,,,16:9,2024.0,con tapa,1.0,integrada,IEEE 802.11be,16 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,5.4,Bluetooth 5.4,1.42,"1,42 kg",ASUS Vivobook,,,"3,2 GHz",1.0,Oryon,LPDDR5X,Windows 11 Home,,30 MB,"3,4 GHz","22,7 cm","35,3 cm",memoria compartida,8.0,8.0,,Qualcomm Snapdragon X Plus,,,512.0,512 GB,True,Qualcomm Adreno,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,snapdragon plus,qualcomm,21620.0,695.0,Qualcomm Snapdragon X Plus X1P-42-100,Qualcomm,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,864.3
2.880 x 1.800 píxeles,5184000.0,,64 Bit,57 Wh,63.3,249.0,,16:10,2024.0,convertible,1.0,0.8 Mpx,IEEE 802.11ax,16 mm,"35,56 cm",14 pulgadas,14.0,ninguno,5.3,Bluetooth 5.3,1.33,"1,33 kg",ThinkPad,490.0,33.61,"1,7 GHz",1.0,Meteor Lake,LPDDR5X,Windows 11 Professional,,12 MB,"4,8 GHz","21,5 cm","31,3 cm",memoria compartida,12.0,12.0,intel,Intel Core Ultra 7,119.0,15761.0,1000.0,1.000 GB,True,Intel Graphics,"USB-C, altavoces estéreo, webcam",32.0,32 GB RAM,core ultra 7,intel,16471.0,961.0,Intel Core Ultra 7 155U,Intel,Portátil convertible,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,3007.44
