Pantalla_Resolución de pantalla,_resolucion_pixeles,Comunicaciones_Estándar LAN,Sistema operativo_Arquitectura bit,Alimentación_Vatios-hora,_gpu_value,_gpu_price_usd,gpu_series,Pantalla_Formato de imagen,Otras características_Fecha de lanzamiento,Medidas y peso_Diseño,_tiene_webcam,Cámara_Webcam,Comunicaciones_Estándar wifi,Medidas y peso_Altura,Pantalla_Diagonal de la pantalla,Pantalla_Tamaño de la pantalla,_tamano_pantalla_pulgadas,Almacenamiento_Lector óptico,_version_bluetooth,Comunicaciones_Versión Bluetooth,_peso_kg,Medidas y peso_Peso,_serie,_cpu_price_usd,_cpu_value,Procesador_Frecuencia de reloj,Disco duro_Número de discos duros (instalados),Procesador_Nombre en clave del procesador,RAM_Tipo de RAM,Sistema operativo_Sistema operativo,Disco duro_Tipo de disco duro,Procesador_Caché,Procesador_Frecuencia turbo máx.,Medidas y peso_Profundidad,Medidas y peso_Ancho,Gráfica_Memoria gráfica,_cpu_cores,Procesador_Número de núcleos del procesador,gpu_brand,Procesador_Tipo de procesador,_gpu_rank,_gpu_mark,_ssd_gb,Disco duro_Capacidad de memoria SSD,gpu_is_integrated,Gráfica_Tarjeta gráfica,Otras características_Equipamiento,_ram_gb,RAM_Memoria RAM,cpu_family,cpu_brand,_cpu_mark,_cpu_rank,Procesador_Procesador,Procesador_Fabricante del procesador,Tipo de producto,Comunicaciones_Conectividad,_tiene_bluetooth,_tiene_wifi,Tipo,_brand,_precio_num
,,,,,18.67,1701.19,rtx,,,,,,,,,,,,,,,,,319.99,165.88,3.400 MHz,1.0,Raptor Lake Refresh,DDR4,Microsoft Windows 11 Professional,disco duro SSD,33 MB,"5,6 GHz",,,,20.0,20 núcleos,nvidia,Core i7,10.0,31757.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070 Ti Super,disco duro SSD,64.0,64 GB,core i7,intel,53081.0,165.0,Intel Core i7-14700KF,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vist,2067.9
,,Ethernet 10/100/1000,64-Bit,,63.3,249.0,,,,,,,,,,,,ninguno,,,1.25,"1,25 kg",Lenovo ThinkCentre,160.99,147.08,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,20 MB,"4,6 GHz","18,3 cm","3,65 cm",memoria compartida,10.0,10 núcleos,intel,Core i5,119.0,15761.0,8000.0,8.000 GB,True,Intel UHD Graphics,,8.0,8 GB,core i5,intel,23679.0,601.0,Intel Core i5-13400,Intel,,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,Lenovo,933.2
,,,,,,,,,,,,,,,,,,,,,,,,122.0,101.74,3.300 MHz,,Alder Lake,,Microsoft Windows 11 Home,disco duro SSD,12 MB,"3,3 GHz",,,,4.0,4 núcleos,,Core i3,,,512.0,512 GB,,,,8.0,8 GB,core i3,intel,12412.0,1203.0,Intel Core i3-12100,Intel,PC multimedia,,,,Desktop,HP,661.41
,,,,,18.67,1701.19,rtx,,,,,,,,,,,,,,,,,239.98,130.78,2.600 MHz,1.0,Raptor Lake Refresh,,,disco duro SSD,24 MB,5 GHz,,,,14.0,14 núcleos,nvidia,Core i5,10.0,31757.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070 Ti Super,disco duro SSD,32.0,32 GB,core i5,intel,31384.0,379.0,Intel Core i5-14500,Intel,PC gaming,,,,Desktop,Actina,2187.87
,,,,,28.81,273.45,gtx,,,,,,,,,,,,,,,,,125.99,95.57,2.900 MHz,,Comet Lake-S,DDR4,,disco duro M.2 SSD,12 MB,"4,3 GHz",,,4096 MB,6.0,6 núcleos,nvidia,Core i5,310.0,7879.0,1000.0,1.000 GB,False,NVIDIA GeForce GTX 1650,disco duro SSD,16.0,16 GB,core i5,intel,12041.0,1225.0,Intel Core i5-10400,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,734.95
,,,,,27.15,1148.25,rx,,,,,,,,,,,,,,,,,192.0,99.49,2.500 MHz,1.0,Alder Lake,,,disco duro SSD,18 MB,"4,4 GHz",,,16384 MB,6.0,6 núcleos,amd,Core i5,12.0,31169.0,2000.0,2.000 GB,False,AMD Radeon RX 7900 GRE,disco duro SSD,32.0,32 GB,core i5,intel,19102.0,825.0,Intel Core i5-12400,Intel,PC gaming,wifi,0.0,1.0,Desktop,Sedatech,1739.9
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,399.0,62.09,3.500 MHz,,Rocket Lake-S,DDR4,,disco duro SSD,16 MB,"5,3 GHz",,,1024 MB,8.0,8 núcleos,nvidia,Core i9,48.0,22749.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,32.0,32 GB,core i9,intel,24776.0,564.0,Intel Core i9-11900KF,Intel,PC gaming,,,,Desktop,Vist,1326.9
,,Ethernet 10/100/1000,64-Bit,,63.3,249.0,,,,,,,IEEE 802.11ax,,,,,ninguno,5.1,Bluetooth 5.1,,,Lenovo ThinkCentre,319.95,114.23,2.100 MHz,,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro SSD,30 MB,"5,2 GHz","18,3 cm","17,9 cm",memoria compartida,16.0,16 núcleos,intel,Core i7,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,,16.0,16 GB,core i7,intel,36548.0,303.0,Intel Core i7-13700,Intel,,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,Lenovo,1204.64
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,IEEE 802.11ax,,,,,ninguno,5.2,Bluetooth 5.2,,,HP Elite,220.0,142.82,,1.0,,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,24 MB,"4,8 GHz","30,8 cm","33,8 cm",memoria compartida,12.0,12 núcleos,intel,,894.0,1905.0,256.0,256 GB,True,Intel UHD Graphics 770,disco duro SSD,8.0,8 GB,core i5,intel,31420.0,377.0,Intel Core i5-13500,Intel,PC multimedia,Ethernet,0.0,0.0,Desktop,HP,1021.17
,,,,,45.82,429.99,rtx,,,,,,,,,,,,,,,,,108.99,178.69,2.500 MHz,,Alder Lake,DDR4,,disco duro SSD,18 MB,"4,4 GHz",,,8192 MB,6.0,6 núcleos,nvidia,Core i5,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,,32.0,32 GB,core i5,intel,19475.0,803.0,Intel Core i5-12400F,Intel,PC gaming,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Actina,1405.22
,,,,,26.9,869.39,rtx,,,,,,,,,,,,,,,,,409.99,141.1,3.000 MHz,,Raptor Lake,DDR4,,disco duro M.2 SSD,36 MB,"5,8 GHz",,,8192 MB,24.0,24 núcleos,nvidia,Core i9,45.0,23390.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3070 Ti,disco duro SSD,32.0,32 GB,core i9,intel,57848.0,135.0,Intel Core i9-13900KF,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1884.95
,,,,,45.82,429.99,rtx,,,,,,,,,,,,,,,,,399.0,100.28,4.700 MHz,1.0,Granite Ridge,,,disco duro SSD,96 MB,"5,2 GHz",,,8192 MB,8.0,8 núcleos,nvidia,Ryzen 7,76.0,19703.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4060,"refrigeración líquida, disco duro SSD",32.0,32 GB,ryzen 7,amd,40010.0,272.0,AMD Ryzen 7 9800X3D,AMD,PC gaming,wifi,0.0,1.0,Desktop,Sedatech,2259.9
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,138.99,191.62,3.400 MHz,,Vermeer,DDR4,Microsoft Windows 11 Professional,disco duro SSD,32 MB,"4,6 GHz",,,8192 MB,8.0,8 núcleos,nvidia,Ryzen 7,48.0,22749.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,32.0,32 GB,ryzen 7,amd,26633.0,507.0,AMD Ryzen 7 5700X,AMD,PC gaming,,,,Desktop,Vist,1203.9
,,,,,63.3,249.0,,,,,,,,,,,,ninguno,,,1.0,1 kg,Lenovo ThinkCentre,342.0,51.46,,1.0,,DDR4,Microsoft Windows 11 Professional,disco duro SSD,12 MB,"4,6 GHz","3,4 cm",18 cm,memoria compartida,8.0,8 núcleos,intel,Core i5,119.0,15761.0,256.0,256 GB,True,Intel UHD Graphics,conector de seguridad Kensington,8.0,8 GB,core i5,intel,17600.0,906.0,Intel Core i5-13420H,Intel,Mini PC,"Bluetooth, wifi, Ethernet",1.0,1.0,Desktop,Lenovo,681.75
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,,,,,,grabadora DVD,,,,,HP Pro,160.99,147.08,2.500 MHz,,Raptor Lake,DDR4,ninguno,disco duro SSD,20 MB,"4,6 GHz","30,3 cm","9,5 cm",memoria compartida,10.0,10 núcleos,intel,Core i5,1019.0,1562.0,512.0,512 GB,True,Intel UHD Graphics 730,,16.0,16 GB,core i5,intel,23679.0,601.0,Intel Core i5-13400,Intel,,Ethernet,0.0,0.0,Desktop,HP,857.56
,,,,,31.13,1099.99,rtx,,,,,,,,,,,,,,,,,319.99,165.88,3.400 MHz,,,DDR5,,,33 MB,"5,6 GHz",,,,20.0,20 núcleos,nvidia,Core i5,6.0,34244.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4080 Super,,32.0,32 GB,core i7,intel,53081.0,165.0,Intel Core i7-14700KF,Intel,PC gaming,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,Actina,2982.02
,,,,,,,vega,,,,,,,,,,,,,,,,,79.9,88.19,3.600 MHz,,Picasso,DDR4,,disco duro SSD,4 MB,4 GHz,,,memoria compartida,4.0,4 núcleos,amd,Ryzen 3,863.0,1994.0,1000.0,1.000 GB,False,AMD Radeon RX Vega 8,disco duro SSD,16.0,16 GB,ryzen 3,amd,7046.0,1681.0,AMD Ryzen 3 3200G,AMD,PC gaming,wifi,0.0,1.0,Desktop,Vibox,671.95
,,,,,27.15,1148.25,rx,,,,,,,,,,,,,,,,,432.53,78.06,2.400 MHz,1.0,Alder Lake,,,disco duro SSD,30 MB,"5,1 GHz",,,16384 MB,16.0,16 núcleos,amd,Core i9,12.0,31169.0,2000.0,2.000 GB,False,AMD Radeon RX 7900 GRE,disco duro SSD,32.0,32 GB,core i9,intel,33763.0,339.0,Intel Core i9-12900,Intel,PC gaming,wifi,0.0,1.0,Desktop,Sedatech,2039.9
,,,,,45.67,589.99,rtx,,,,,,,,,,,,,,,,,399.0,62.09,3.500 MHz,,Rocket Lake-S,DDR4,Microsoft Windows 11 Professional,disco duro SSD,16 MB,"5,3 GHz",,,1024 MB,8.0,8 núcleos,nvidia,Core i9,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,disco duro SSD,32.0,32 GB,core i9,intel,24776.0,564.0,Intel Core i9-11900KF,Intel,PC gaming,,,,Desktop,Vist,1516.9
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,grabadora DVD,4.2,Bluetooth 4.2,,,HP Elite,239.98,130.78,,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,24 MB,5 GHz,"30,8 cm","33,7 cm",memoria compartida,14.0,14 núcleos,intel,Core i5,894.0,1905.0,512.0,512 GB,True,Intel UHD Graphics 770,disco duro SSD,16.0,16 GB,core i5,intel,31384.0,379.0,Intel Core i5-14500,Intel,PC de oficina,Ethernet,0.0,0.0,Desktop,HP,1336.92
,,,,,45.67,589.99,rtx,,,,,,,,,,,,,,,,,220.0,142.82,2.500 MHz,,Raptor Lake,DDR4,,disco duro SSD,24 MB,"4,8 GHz",,,,14.0,14 núcleos,nvidia,Core i5,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,disco duro SSD,32.0,32 GB,core i5,intel,31420.0,377.0,Intel Core i5-13500,Intel,PC gaming,,,,Desktop,Actina,2816.1
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,275.99,80.54,2.500 MHz,,Rocket Lake-S,DDR4,,disco duro M.2 SSD,16 MB,5 GHz,,,8192 MB,8.0,8 núcleos,nvidia,Core i9,48.0,22749.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,32.0,32 GB,core i9,intel,22229.0,664.0,Intel Core i9-11900F,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1724.95
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,299.0,154.84,3.400 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,30 MB,"5,4 GHz",,,8192 MB,16.0,16 núcleos,nvidia,Core i7,48.0,22749.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,16.0,16 GB,core i7,intel,46296.0,211.0,Intel Core i7-13700KF,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vist,1330.9
,,Ethernet 10/100/1000,64-Bit,,63.3,249.0,,,,,,,IEEE 802.11ax,,,,,ninguno,5.1,Bluetooth 5.1,,,Lenovo ThinkCentre,220.0,142.82,,,,DDR5,Microsoft Windows 11 Professional,disco duro SSD,24 MB,"4,8 GHz","18,3 cm","17,9 cm",memoria compartida,12.0,12 núcleos,intel,Core i5,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,,16.0,16 GB,core i5,intel,31420.0,377.0,Intel Core i5-13500,Intel,,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,Lenovo,961.61
,,,,,,,,,,,,,,,,,,,,,,,HP Z2,,,,1.0,,,,,,,36 cm,17 cm,,,,,,,,512.0,512 GB,,,,,,,,,,,Intel,Workstation,"Ethernet, wifi",0.0,1.0,Desktop,HP,1747.19
,,,,,35.4,847.13,rtx,,,,,,,,,,,,,,,,,202.6,191.78,3.500 MHz,1.0,Raptor Lake Refresh,,Microsoft Windows 11 Home,disco duro SSD,24 MB,"5,3 GHz",,,,14.0,14 núcleos,nvidia,Core i5,15.0,29987.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070 Super,disco duro SSD,32.0,32 GB,core i5,intel,38854.0,277.0,Intel Core i5-14600KF,Intel,PC gaming,,,,Desktop,Actina,2368.69
,,,,,26.9,869.39,rtx,,,,,,,,,,,,,,,,,125.99,95.57,2.900 MHz,,Comet Lake-S,DDR4,,disco duro M.2 SSD,12 MB,"4,3 GHz",,,8192 MB,6.0,6 núcleos,nvidia,Core i5,45.0,23390.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3070 Ti,disco duro SSD,16.0,16 GB,core i5,intel,12041.0,1225.0,Intel Core i5-10400,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1234.95
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,,,,,,ninguno,,,,,Lenovo ThinkCentre,221.0,91.93,,,,DDR4,Microsoft Windows 11 Professional,disco duro SSD,,,"18,3 cm","3,65 cm",memoria compartida,,,intel,Core i5,1019.0,1562.0,256.0,256 GB,True,Intel UHD Graphics 730,,8.0,8 GB,core i5,intel,20316.0,767.0,Intel Core i5-13400T,,,"wifi, Bluetooth, Ethernet",1.0,1.0,Desktop,Lenovo,753.08
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,,,,,,ninguno,,,,,,313.29,133.15,2.100 MHz,,Raptor Lake Refresh,DDR5,Microsoft Windows 11 Professional,disco duro SSD,33 MB,"5,4 GHz","30,8 cm","15,5 cm","12288 MB, memoria compartida",20.0,20 núcleos,,Core i7,,,512.0,512 GB,,,,32.0,32 GB,core i7,intel,41714.0,253.0,Intel Core i7-14700,Intel,Workstation,Ethernet,0.0,0.0,Desktop,HP,2312.48
,,,,,31.13,1099.99,rtx,,,,,,,,,,,,,,,,,319.99,165.88,3.400 MHz,1.0,Raptor Lake Refresh,,,disco duro SSD,33 MB,"5,6 GHz",,,,20.0,20 núcleos,nvidia,Core i7,6.0,34244.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4080 Super,disco duro SSD,32.0,32 GB,core i7,intel,53081.0,165.0,Intel Core i7-14700KF,Intel,PC gaming,,,,Desktop,Actina,3817.07
,,,,,,,vega,,,,,,,,,,,,,,,,,79.9,88.19,3.600 MHz,1.0,Picasso,DDR4,,disco duro HDD,4 MB,4 GHz,,,memoria compartida,4.0,4 núcleos,amd,Ryzen 3,863.0,1994.0,,,False,AMD Radeon RX Vega 8,,8.0,8 GB,ryzen 3,amd,7046.0,1681.0,AMD Ryzen 3 3200G,AMD,PC gaming,wifi,0.0,1.0,Desktop,Vibox,527.95
,,,,,63.3,249.0,,,,,,,,,,,,ninguno,,,,,Lenovo ThinkCentre,342.0,51.46,,1.0,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro M.2 SSD,12 MB,"4,6 GHz","3,4 cm",18 cm,memoria compartida,8.0,8 núcleos,intel,Core i5,119.0,15761.0,256.0,256 GB,True,Intel UHD Graphics,disco duro SSD,8.0,8 GB,core i5,intel,17600.0,906.0,Intel Core i5-13420H,Intel,Mini PC,"Bluetooth, wifi, Ethernet",1.0,1.0,Desktop,Lenovo,620.54
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,ninguno,5.2,Bluetooth 5.2,,,HP Elite,319.95,114.23,2.100 MHz,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,30 MB,"5,1 GHz","17,5 cm","17,7 cm",memoria compartida,16.0,16 núcleos,intel,Core i7,894.0,1905.0,512.0,512 GB,True,Intel UHD Graphics 770,disco duro SSD,16.0,16 GB,core i7,intel,36548.0,303.0,Intel Core i7-13700,Intel,Mini PC,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,HP,1454.97
,,,,,,,,,,,,,,,,,,,,,,,,176.97,143.24,2.500 MHz,1.0,Raptor Lake Refresh,,,disco duro SSD,20 MB,"4,7 GHz",,,,10.0,10 núcleos,,Core i5,,,1000.0,1.000 GB,,,disco duro SSD,16.0,16 GB,core i5,intel,25349.0,542.0,Intel Core i5-14400,Intel,PC gaming,,,,Desktop,Actina,885.46
,,,,,26.9,869.39,rtx,,,,,,,,,,,,,,,,,125.99,95.57,2.900 MHz,,Comet Lake-S,DDR4,,disco duro M.2 SSD,12 MB,"4,3 GHz",,,8192 MB,6.0,6 núcleos,nvidia,Core i5,45.0,23390.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3070 Ti,disco duro SSD,16.0,16 GB,core i5,intel,12041.0,1225.0,Intel Core i5-10400,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1519.95
,,Ethernet 10/100/1000,64-Bit,,5.5,4109.99,,,,,,,,,,,,ninguno,,,3.6,"3,6 kg",Lenovo ThinkStation,319.95,114.23,2.100 MHz,,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro SSD,30 MB,"5,2 GHz","22,3 cm","8,7 cm",12288 MB,16.0,16 núcleos,nvidia,Core i7,50.0,22610.0,512.0,512 GB,False,NVIDIA RTX A2000,,16.0,16 GB,core i7,intel,36548.0,303.0,Intel Core i7-13700,Intel,Workstation,Ethernet,0.0,0.0,Desktop,Lenovo,2703.62
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,IEEE 802.11ax,,,,,grabadora DVD,5.2,Bluetooth 5.2,,,HP Pro,120.13,113.85,,,Palomino,DDR4,Microsoft Windows 11 Professional,disco duro SSD,12 MB,"4,5 GHz","17,5 cm","17,7 cm",memoria compartida,4.0,4 núcleos,intel,Core i3,1019.0,1562.0,256.0,256 GB,True,Intel UHD Graphics 730,,8.0,8 GB,core i3,intel,13677.0,1115.0,Intel Core i3-13100,,,"Ethernet, wifi, Bluetooth",1.0,1.0,Desktop,HP,943.42
,,,,,18.67,1701.19,rtx,,,,,,,,,,,,,,,,,220.0,142.82,2.500 MHz,,Raptor Lake,,,disco duro SSD,24 MB,"4,8 GHz",,,,14.0,14 núcleos,nvidia,Core i5,10.0,31757.0,2000.0,2.000 GB,False,NVIDIA GeForce RTX 4070 Ti,disco duro SSD,32.0,32 GB,core i5,intel,31420.0,377.0,Intel Core i5-13500,Intel,PC gaming,,,,Desktop,Actina,2856.63
,,,,,,,vega,,,,,,,,,,,,,,,,,79.9,88.19,3.600 MHz,,Picasso,DDR4,,disco duro SSD,4 MB,4 GHz,,,memoria compartida,4.0,4 núcleos,amd,Ryzen 3,863.0,1994.0,1000.0,1.000 GB,False,AMD Radeon RX Vega 8,disco duro SSD,16.0,16 GB,ryzen 3,amd,7046.0,1681.0,AMD Ryzen 3 3200G,AMD,PC gaming,wifi,0.0,1.0,Desktop,Vibox,923.95
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,ninguno,,,,,Lenovo ThinkStation,303.61,173.33,,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,33 MB,"5,6 GHz",37 cm,18 cm,memoria compartida,20.0,20 núcleos,intel,Core i7,894.0,1905.0,1000.0,1.000 GB,True,Intel UHD Graphics 770,"disco duro SSD, lector de tarjetas",32.0,32 GB,core i7,intel,52626.0,169.0,Intel Core i7-14700K,Intel,PC de oficina,"Ethernet, wifi",0.0,1.0,Desktop,Lenovo,1999.59
,,Ethernet 10/100/1000,64-Bit,,,,,,,,,,,,,,,ninguno,,,,,,313.29,133.15,2.100 MHz,,Raptor Lake Refresh,DDR5,Microsoft Windows 11 Professional,disco duro SSD,33 MB,"5,4 GHz","30,8 cm","15,5 cm",12288 MB,20.0,20 núcleos,,Core i7,,,512.0,512 GB,,,,16.0,16 GB,core i7,intel,41714.0,253.0,Intel Core i7-14700,Intel,Workstation,Ethernet,0.0,0.0,Desktop,HP,2302.53
,,,,,45.67,589.99,rtx,,,,,,,,,,,,,,,,,134.45,186.54,2.500 MHz,1.0,Raptor Lake,,,disco duro SSD,20 MB,"4,6 GHz",,,,10.0,10 núcleos,nvidia,Core i5,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,disco duro SSD,32.0,32 GB,core i5,intel,25080.0,549.0,Intel Core i5-13400F,Intel,PC gaming,,,,Desktop,Actina,2085.62
,,,,,51.03,329.99,rtx,,,,,,,,,,,,,,,,,255.0,151.1,2.100 MHz,,Raptor Lake,DDR4,,disco duro M.2 SSD,30 MB,"5,2 GHz",,,12288 MB,16.0,16 núcleos,nvidia,Core i7,103.0,16840.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3060,disco duro SSD,16.0,16 GB,core i7,intel,38531.0,282.0,Intel Core i7-13700F,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1334.95
,,Ethernet 10/100/1000,64-Bit,,63.3,249.0,,,,,,,,,,,,grabadora DVD,,,,,Lenovo ThinkCentre,160.99,147.08,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,20 MB,"4,6 GHz","30,8 cm",10 cm,memoria compartida,10.0,10 núcleos,intel,Core i5,119.0,15761.0,256.0,256 GB,True,Intel UHD Graphics,,8.0,8 GB,core i5,intel,23679.0,601.0,Intel Core i5-13400,Intel,PC de oficina,Ethernet,0.0,0.0,Desktop,Lenovo,770.15
,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,ninguno,,,,,HP Z2,303.61,173.33,,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,33 MB,"5,6 GHz","38,5 cm","16,9 cm",memoria compartida,20.0,20 núcleos,intel,Core i7,894.0,1905.0,1000.0,1.000 GB,True,Intel UHD Graphics 770,"disco duro SSD, lector de tarjetas",32.0,32 GB,core i7,intel,52626.0,169.0,Intel Core i7-14700K,Intel,Workstation,Ethernet,0.0,0.0,Desktop,HP,1998.55
,,,,,45.67,589.99,rtx,,,,,,,,,,,,,,,,,108.99,178.69,2.500 MHz,1.0,Alder Lake,,,disco duro SSD,18 MB,"4,4 GHz",,,,6.0,6 núcleos,nvidia,Core i5,29.0,26941.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4070,disco duro SSD,32.0,32 GB,core i5,intel,19475.0,803.0,Intel Core i5-12400F,Intel,PC gaming,,,,Desktop,Actina,2141.82
,,,,,50.56,449.99,rtx,,,,,,,,,,,,,,,,,244.99,84.77,2.500 MHz,,Rocket Lake-S,DDR4,,disco duro SSD,16 MB,"4,9 GHz",,,8192 MB,8.0,8 núcleos,nvidia,Core i7,48.0,22749.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060 Ti,disco duro SSD,16.0,16 GB,core i7,intel,20768.0,739.0,Intel Core i7-11700F,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1329.95
,,Ethernet 10/100/1000,64-Bit,,5.5,4109.99,,,,,,,,,,,,ninguno,,,,,Lenovo ThinkStation,255.0,130.21,,1.0,,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,,,"22,3 cm","8,7 cm",4096 MB,,,nvidia,,50.0,22610.0,512.0,512 GB,False,NVIDIA Quadro T400,disco duro SSD,32.0,32 GB,core i5,intel,33203.0,347.0,Intel Core i5-14600,,Workstation,Ethernet,0.0,0.0,Desktop,Lenovo,2197.91
,,Ethernet 10/100/1000,,,5.5,4109.99,,,,,,,,,,,,ninguno,,,,,HP Z2,303.61,173.33,,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro SSD,33 MB,"5,6 GHz","38,5 cm","16,9 cm",12288 MB,20.0,20 núcleos,nvidia,Core i7,50.0,22610.0,512.0,512 GB,False,NVIDIA RTX A2000,"disco duro SSD, lector de tarjetas",16.0,16 GB,core i7,intel,52626.0,169.0,Intel Core i7-14700K,Intel,Workstation,Ethernet,0.0,0.0,Desktop,HP,2275.92
,,,,,,,vega,,,,,,,,,,,,,,,,,79.9,88.19,3.600 MHz,,Picasso,DDR4,,disco duro SSD,4 MB,4 GHz,,,memoria compartida,4.0,4 núcleos,amd,Ryzen 3,863.0,1994.0,480.0,480 GB,False,AMD Radeon RX Vega 8,disco duro SSD,8.0,8 GB,ryzen 3,amd,7046.0,1681.0,AMD Ryzen 3 3200G,AMD,PC gaming,wifi,0.0,1.0,Desktop,Vibox,594.95
,,Ethernet 10/100/1000,64-Bit,,63.3,249.0,,,,,,,,,,,,grabadora DVD,,,4.5,"4,5 kg",Lenovo ThinkCentre,160.99,147.08,2.500 MHz,,Raptor Lake,DDR4,Microsoft Windows 11 Professional,disco duro SSD,20 MB,"4,6 GHz","30,8 cm",10 cm,memoria compartida,10.0,10 núcleos,intel,Core i5,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,,16.0,16 GB,core i5,intel,23679.0,601.0,Intel Core i5-13400,Intel,PC de oficina,Ethernet,0.0,0.0,Desktop,Lenovo,837.85
,,Ethernet 10/100/1000,,,,,,,,,,,IEEE 802.11ax,,,,,ninguno,5.2,Bluetooth 5.2,,,HP Pro,239.98,130.78,,1.0,Raptor Lake,DDR5,Microsoft Windows 11 Professional,disco duro M.2 SSD,24 MB,5 GHz,"30,8 cm","15,5 cm","memoria compartida, 16384 MB",14.0,14 núcleos,intel,Core i5,894.0,1905.0,512.0,512 GB,True,Intel UHD Graphics 770,"disco duro SSD, conector de seguridad Kensington",16.0,16 GB,core i5,intel,31384.0,379.0,Intel Core i5-14500,Intel,PC de oficina,Ethernet,0.0,0.0,Desktop,HP,1081.36
,,,,,51.03,329.99,rtx,,,,,,,,,,,,,,,,,255.0,151.1,2.100 MHz,,Raptor Lake,DDR4,,disco duro M.2 SSD,30 MB,"5,2 GHz",,,12288 MB,16.0,16 núcleos,nvidia,Core i7,103.0,16840.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 3060,disco duro SSD,16.0,16 GB,core i7,intel,38531.0,282.0,Intel Core i7-13700F,Intel,PC gaming,wifi,0.0,1.0,Desktop,Vibox,1169.95
